energy,momentum,x,y,z,distance
380.7947176588889,350.59004843977385,-62.97341423227607,3.816357027243612,-238.29431626409405,246.50435421063315
951.207163345817,270.3677013403396,8.380189475671628,-4.163624474053805,-253.02120092800018,253.19417738853423
734.6740023932911,158.21617006173224,74.58916717528166,-94.87158683871286,406.2545805210367,423.80059703063307
602.6718993550662,407.8285347549396,46.44497728191223,-31.750434474768724,-250.4538001504939,256.69501750886684
164.45845403801215,343.94193041417026,61.31222957228994,-23.96087624282859,-228.05027387136903,237.36099194740433
164.43457513284062,85.4953849757212,31.756673342143472,-20.235443820619906,259.3982624179637,262.11718378205546
67.50277604651747,455.90895632445205,38.4553129035705,16.03447384546645,-50.26015754946002,65.28398638953512
867.5143843171858,412.1559352469686,69.83913031306386,6.720509345375689,276.71055695518123,285.466988808151
605.1038616257767,475.1509570795024,-50.06639822816281,21.581018558688925,-434.6338424356147,438.0399086657724
710.9918520180851,364.2311566522382,-2.1150072713719084,52.976652308425656,-12.4288063266157,54.45616744015594
30.378649352844423,308.640521988216,-55.758111636079555,62.5971477432187,-466.38639981671736,473.86036324301995
970.2107536403744,212.03030296385634,97.53360159932939,43.624615245298884,-437.3467965446455,450.2089858544592
834.1182143924175,466.7005992602366,88.81186793732266,91.10473919098695,406.437453344411,425.88616421605485
220.2157195714934,433.70162530270215,-92.11463772629882,-96.35348346472767,-360.75462888240486,384.5945950209343
190.00671753502962,27.38324170256376,41.11503450313768,-60.84440286329078,32.42068227521713,80.27196310777012
191.5704647548995,18.051652376139742,85.04966348313317,-98.48742500437157,-88.90439739929343,157.59825512840362
311.1998205299424,191.34936660463455,-63.88493097453329,29.494942830920593,-152.6566737411573,168.09311733659501
529.5088673159155,406.2238987370073,13.5890461105259,79.60610978999739,399.8333456872724,407.90746403267616
437.62556845569463,493.7016840108975,83.09765951760838,-51.30354068474014,-478.1766032245105,488.0472704312832
298.3168487960615,79.45636109624645,-93.21080428284023,85.40690895926133,163.78968617558905,206.90494298234503
615.7343657751557,299.0947040993069,39.48405344936799,-87.94652194208783,463.3944342135504,473.3159440147767
148.09892204552142,193.54097403235565,-40.530198525489844,86.88720536110287,60.16818346184198,113.19140315887933
299.22320204986596,485.10762691822856,84.87923907530609,-29.675462552073114,436.8224620330918,445.9809207133579
372.6982248607548,421.8488669521758,94.21164903307354,-79.7158343101567,-447.74212071397625,464.4388611160185
461.50928437486556,419.9727088320132,88.85329782268678,-2.825648162734879,-81.20668092583861,120.40522351001889
787.3242017790834,237.00311409851028,-5.157156668507241,-48.64468645589841,-239.84220903794886,244.7798746251402
207.67704433677613,210.33565365714426,72.40853019786269,-43.02541960761543,230.82096498072974,245.7081599224198
519.0920940294754,140.3365006056996,68.90987970701408,-38.54200701474269,481.2970904972467,487.7304041651233
596.4904231734221,32.90587084220893,-36.17990535134887,60.605179566532684,-243.4699375557522,253.49474123722194
55.98590859279775,433.0375762462513,65.78309483013547,7.8322553350509025,154.1746014740745,167.80514750374533
611.4694033824239,407.3859995193884,-92.59847305690147,-37.73846016879927,-301.9023672402599,318.03098580744376
178.8188824504186,499.86024827663465,19.253975696410606,22.06675666218368,65.33025457160988,71.59399061441786
74.40107705542673,498.33523435158315,-53.99823254245939,43.23013484463871,-36.06751331166379,78.00973780805964
949.3966818807999,279.9386942733006,-75.88662284454423,-45.47519985329325,472.00532963153705,480.2247437700634
965.9757127438138,385.6487705143527,-84.60935967415817,-17.29017969492969,108.52727269646653,138.69341360456605
810.3133746352966,472.6590362918019,39.25775517562795,-75.62278133261049,-150.49362791318123,172.9401874648585
311.56763148163697,425.57545838531865,-32.02500724638678,-63.77013009306394,-385.9042151120666,392.44654900059646
106.69539286632003,127.43731036288284,44.9533543057523,36.223570792996554,-348.7531712650655,353.49925829027393
687.3906962470353,228.0193469784963,-86.92873184021153,-63.71233046087461,-274.6830700487649,295.07059230549856
445.7509688022053,68.93391049999002,-36.94193243387793,5.032676733412032,-249.033338659702,251.80873291260184
130.81785249633106,477.2552584930676,7.8982584750674505,41.80925234448654,350.61605784113783,353.1883577987871
500.2251410101575,305.0564440531856,58.14463296779272,-78.62461538105123,61.2227882825249,115.37269300776694
44.04463590406621,118.17818872421405,-36.249499413586015,13.462443925780704,23.390911374366397,45.19290142393854
910.2271980579942,337.49183878089906,25.178275287401817,-48.687443259727246,-385.2311281307825,389.11108280095635
266.1921817840167,310.9734790266584,77.19554964723741,92.58537504751595,360.139693349435,379.7786240480806
665.8970615104422,182.29054542625605,23.17263763646092,-3.290870656015059,222.8143032084837,224.04020772840633
318.59396532851684,61.21100813881637,-53.408105049273246,61.198509955031625,-432.33163809999843,439.8958156289945
524.8673409660327,337.4287318184358,-95.1198436886924,10.045308431252352,207.83509722976862,228.78837497859814
551.2431765498469,262.5523119473777,74.01977478018597,-91.31749342903616,43.53821734264602,125.35305354895428
193.00591097027177,387.29760390914146,-95.74611782992257,26.630275118804462,-418.27465425322174,429.9188028256694
969.888781486913,262.4809330504367,74.94033453683988,90.28066844133141,-41.699358471343544,124.5210397146952
777.3814951275034,426.8298426576774,5.787426805442394,20.32236402926624,-15.303712869953017,26.090159378055418
940.1039521485473,278.19388519337036,87.81353970257925,63.83777188535805,-334.2254598367242,351.41590299451906
895.8790769233724,282.6642959100162,59.75664715473309,76.84129266968156,445.69814700028235,456.2042079790674
601.9209790229743,438.9435333158808,99.58682210666748,-54.384045610213505,349.9753714806619,367.9102067043888
922.6554926728857,204.72401877513653,-29.85763690965797,-57.59103201835467,169.02233732910827,181.04351953870923
97.6075770314003,71.33753808306716,53.43765778622537,22.19619777019834,-37.70443899939278,69.06431195190771
204.02303379495373,19.247424775102793,-19.613817278151572,-17.79430603865906,-88.23445841549147,92.12306338530688
54.775016021432684,378.7929415584414,-4.024875939218234,67.97226057334407,150.9734671509542,165.61828285958325
332.0770274556317,312.053227919965,25.501092643674014,80.00462467960224,45.431869406905435,95.47303521912025
394.7905167925872,353.51948520911566,74.73542283726775,-29.31572413945638,-437.7268941181144,445.0276721090238
278.63554145615694,110.41725994691082,96.81669383985903,-52.625888205103585,12.502648770331689,110.90208538044419
830.45013406041,72.50388041545104,53.65468277290364,56.10510304877238,306.40361723283945,316.0850901655165
363.1857934266534,12.199609505601554,-16.446643566533254,-45.03879289037278,-40.76012240304192,62.931490749365246
288.1251645905069,178.5408416092655,-15.728599544585961,64.52286370273569,-448.0434224457316,452.93873446738917
547.269122326666,297.0092549930434,47.5164603177783,-15.252349270247436,286.2781993840331,290.59534683466086
149.51498272501502,199.1608023243675,-52.244570846339535,33.50997985829409,-298.63621786402564,305.0180397175735
804.1750109464992,221.5500864017459,-77.90517737372107,-80.89293723306636,-241.37916511196124,266.226943238229
83.80513724297312,452.5585537744055,-29.07556847184469,24.771864935314596,-335.2936465677041,337.46238813088917
987.0180672345122,177.38645617653367,-42.55220166918365,-9.646464252554182,-169.78493512850247,175.30164955316442
774.5223216036909,259.42479713410637,-40.738375908801984,17.32169263509482,256.751505688635,260.53980882163233
206.72852471883067,392.9082413068658,-53.278449790018016,-66.39715845102731,19.385859503937354,87.30972117184143
15.466895952366375,201.28867724902872,-91.58136207272763,47.374748988836416,-295.11872584928744,312.61249985846405
817.3068141702859,312.9329166127974,-96.42521305331724,72.55941550864571,377.83007815204087,396.63365773432696
709.788770409141,431.8700358296389,97.5444779472063,-56.65203998184487,379.5818549515292,395.9883374804633
731.7170963605774,475.0127087105328,-14.445373252827537,-80.85708889596765,370.57842504600694,379.5720046878101
773.5576432190862,77.80137305987378,-23.13467056806367,-95.27228279073272,-261.20378861846075,278.99720435711845
83.30420521674945,463.66087445493974,35.92945653861398,28.39430008865321,-48.7606558190119,66.89367444373781
364.8810712588299,248.5975650743714,-56.34922242698717,21.418807217756154,484.9896561408751,488.72176822237185
124.71036892987841,132.8309722079844,89.99223679004507,9.339482542814011,272.01247630999035,286.6646401022214
864.4723916168376,232.27219933793936,57.2690028831104,-53.610580776804916,-472.8325787744402,479.29581743735173
627.0651455592823,490.11612476631115,-82.1177995375481,-21.81880081889706,-434.79540873950793,443.01968413493705
337.5890446041227,248.84595652647045,-16.483844843014325,18.895267037234603,-36.06862318766724,43.928280593154355
72.9227667831634,167.73204709231658,75.82366151243295,-0.6466282281661222,409.2202058615602,416.18604332509176
317.8724984985056,318.53342288677925,88.94640445828205,97.55710404297747,38.70179795271417,137.57427295857804
331.9314888064796,123.87208129520558,-6.5196977500260545,-72.71204948865338,-2.187491965709796,73.03652319690552
732.3101165546834,42.55234741378864,22.682277842141545,39.02891080951875,-394.5263000433694,397.1004193311765
641.181896641661,68.79546234577137,-66.59321078158496,-19.136246379141568,156.780104724294,171.40843878013828
888.3406151505633,68.38269028409735,98.2337252273953,-14.36007701487705,322.10316060022546,337.05566699371667
477.4927759103298,80.1918332885857,-53.66565972331132,43.519553131635234,-119.57999249243767,138.10622412768697
128.3983034789187,73.71945046145802,88.54635482702514,38.487230264873915,275.6118509253274,292.03358748113163
716.1123393507651,322.23299867759124,29.929329798473702,98.25119874043767,464.4766539008116,475.69698848638205
763.1771981307285,95.03064177757669,21.54735897577183,-74.32114210917496,-296.23354087231087,306.1735318099689
565.6644255938013,176.10530524531228,2.53770220330172,-79.17807012316673,23.329631194741296,82.58255513475227
773.2575081550153,448.9102629034759,-53.86603765644826,44.86776342574822,-212.86204191542447,224.10915888476924
498.85764040074685,239.6110119301218,-64.69439359889834,15.677383401281816,292.85441903383935,300.3245838440262
527.5055010881741,335.44108056790844,-55.90275818596493,-45.16786668803883,77.59336588115752,105.76381698252997
433.26560817496414,90.29833624480676,-62.712347571149095,-84.11612620220268,134.58241755030372,170.64814191439
35.164935476654236,100.18306431029204,55.91689471335067,-82.8683500807139,297.91415961589405,314.23989094182184
116.81251272337141,25.229965051907037,-29.974948166653974,78.83817493282365,-104.02952733754512,133.92571785286478
41.11489382986691,88.62285622072145,-88.43146468732073,-61.62653505625142,415.0900684070432,428.8562913843611
640.0463071511426,142.90221782081952,93.82052602816228,-35.325687576895845,33.02886724613995,105.55141580549578
321.2124212655634,92.62018971698967,76.75717699268515,-54.6687195546024,-342.045177164652,354.78900256240235
513.4849842530557,48.90775420974253,85.55045663904258,-29.000738833612544,195.8991181688025,215.7229426448623
908.490809186832,64.7147561947974,98.98156452928706,-86.11523145078132,293.26135043825445,321.2715407024963
256.7993068573862,233.08549017619924,-65.22095015610253,3.8119581816540773,-183.23832293247335,194.5368508934718
416.2790938052734,107.1351906108673,-20.751596219468254,-86.47748728155702,357.179256998753,368.0842378890584
757.9956271576182,185.31358121879737,51.64769514081826,60.07130156447232,406.1432547657664,413.7975218349415
236.51018383670623,254.19154907315416,39.204123610758444,-53.2575836179134,-223.09551262219105,232.69065574935507
86.21011073050506,346.74544017153585,-69.22081873202899,8.002382920902122,483.5214727152221,488.51670847069545
296.85393838463034,24.459509221343975,63.16662499812355,76.01581751229165,-359.2884719512416,372.6347180588166
169.60907438146438,400.7081474599761,-55.111885632667864,30.17547380943884,-297.98433159751005,304.5366004854379
930.4006758191473,315.81069279799937,-55.23647703547538,6.5915573102670635,-315.7751607619739,320.6375978847702
810.0391757687728,45.470720814691596,7.394884578682721,-35.13324937692488,393.98971000787037,395.622194930718
637.0697189453192,437.42141893285475,18.58798696834063,-33.39961738836041,154.2925523249619,158.95672179613913
872.7459842858406,460.8318382632475,16.017241567562237,33.89739103963802,-347.8957167777271,349.9100097153785
